Timestamp, Temperature[°C], Humidity[%]
2023_06_27_11_04_24, 26.29, 54.02
2023_06_27_11_04_26, 26.25, 54.07
2023_06_27_11_04_28, 26.21, 54.07
2023_06_27_11_04_30, 26.18, 54.07
2023_06_27_11_04_32, 26.16, 54.18
2023_06_27_11_04_34, 26.09, 54.40
2023_06_27_11_04_36, 26.11, 54.52
2023_06_27_11_04_38, 26.08, 54.62
2023_06_27_11_04_40, 26.06, 54.73
2023_06_27_11_04_42, 26.05, 54.74
2023_06_27_11_04_44, 26.12, 54.89
2023_06_27_11_04_46, 26.16, 54.92
2023_06_27_11_04_48, 26.19, 54.93
2023_06_27_11_04_50, 26.18, 54.75
2023_06_27_11_04_52, 26.16, 54.57
2023_06_27_11_04_54, 26.15, 54.44
2023_06_27_11_04_56, 26.18, 54.36
2023_06_27_11_04_58, 26.16, 54.39
2023_06_27_11_05_00, 26.22, 54.58
2023_06_27_11_05_02, 26.22, 54.45
2023_06_27_11_05_04, 26.21, 54.44
2023_06_27_11_05_06, 26.19, 54.40
2023_06_27_11_05_08, 26.15, 54.33
2023_06_27_11_05_10, 26.16, 54.29
2023_06_27_11_05_12, 26.16, 54.22
2023_06_27_11_05_14, 26.16, 54.17
2023_06_27_11_05_16, 26.18, 54.13
2023_06_27_11_05_18, 26.19, 54.06
2023_06_27_11_05_20, 26.16, 54.22
2023_06_27_11_05_22, 26.14, 54.31
2023_06_27_11_05_24, 26.14, 54.32
2023_06_27_11_05_26, 26.09, 54.24
2023_06_27_11_05_28, 26.11, 54.29
2023_06_27_11_05_30, 26.15, 54.27
2023_06_27_11_05_32, 26.14, 54.26
2023_06_27_11_05_34, 26.09, 54.29
2023_06_27_11_05_36, 26.12, 54.26
2023_06_27_11_05_38, 26.14, 54.23
2023_06_27_11_05_40, 26.14, 54.20
2023_06_27_11_05_42, 26.14, 54.16
2023_06_27_11_05_44, 26.14, 54.18
2023_06_27_11_05_46, 26.09, 54.19
2023_06_27_11_05_49, 26.11, 54.24
2023_06_27_11_05_51, 26.06, 54.22
2023_06_27_11_05_53, 26.08, 54.32
2023_06_27_11_05_55, 26.09, 54.29
2023_06_27_11_05_57, 26.05, 54.27
2023_06_27_11_05_59, 26.06, 54.31
2023_06_27_11_06_01, 26.02, 54.35
2023_06_27_11_06_03, 26.02, 54.38
2023_06_27_11_06_05, 26.01, 54.39
2023_06_27_11_06_07, 26.04, 54.40
2023_06_27_11_06_09, 26.04, 54.37
2023_06_27_11_06_11, 26.08, 54.39
2023_06_27_11_06_13, 26.09, 54.33
2023_06_27_11_06_15, 26.09, 54.32
2023_06_27_11_06_17, 26.09, 54.32
2023_06_27_11_06_19, 26.16, 54.25
2023_06_27_11_06_21, 26.19, 54.14
2023_06_27_11_06_23, 26.19, 54.03
2023_06_27_11_06_25, 26.21, 53.95
2023_06_27_11_06_27, 26.22, 53.94
2023_06_27_11_06_29, 26.24, 54.03
2023_06_27_11_06_31, 26.25, 54.09
2023_06_27_11_06_33, 26.31, 53.91
2023_06_27_11_06_35, 26.32, 53.80
2023_06_27_11_06_37, 26.39, 53.75
2023_06_27_11_06_39, 26.46, 53.58
2023_06_27_11_06_41, 26.40, 53.47
2023_06_27_11_06_43, 26.35, 53.50
2023_06_27_11_06_45, 26.39, 53.53
2023_06_27_11_06_47, 26.34, 53.47
2023_06_27_11_06_49, 26.31, 53.49
2023_06_27_11_06_51, 26.28, 53.58
2023_06_27_11_06_53, 26.21, 53.63
2023_06_27_11_06_55, 26.15, 53.78
2023_06_27_11_06_57, 26.12, 53.88
2023_06_27_11_06_59, 26.09, 53.98
2023_06_27_11_07_01, 26.08, 54.08
2023_06_27_11_07_03, 26.08, 54.24
2023_06_27_11_07_05, 26.15, 54.91
2023_06_27_11_07_07, 26.21, 55.35
2023_06_27_11_07_09, 26.19, 55.08
2023_06_27_11_07_11, 26.18, 54.70
