Timestamp, Temperature[°C], Humidity[%]
2023_07_04_11_45_47, 24.00, 60.47
2023_07_04_11_45_49, 23.97, 60.45
2023_07_04_11_45_51, 23.97, 60.44
2023_07_04_11_45_54, 23.95, 60.44
2023_07_04_11_45_56, 23.93, 60.54
2023_07_04_11_45_58, 23.88, 60.61
2023_07_04_11_46_00, 23.87, 60.64
2023_07_04_11_46_02, 23.87, 60.64
2023_07_04_11_46_04, 23.84, 60.67
2023_07_04_11_46_06, 23.84, 60.69
2023_07_04_11_46_08, 23.85, 60.73
2023_07_04_11_46_10, 23.87, 60.71
2023_07_04_11_46_12, 23.87, 60.73
2023_07_04_11_46_14, 23.88, 60.73
2023_07_04_11_46_16, 23.87, 60.71
2023_07_04_11_46_18, 23.87, 60.74
2023_07_04_11_46_20, 23.85, 60.96
2023_07_04_11_46_22, 23.88, 61.24
2023_07_04_11_46_24, 23.87, 61.37
2023_07_04_11_46_26, 23.88, 61.38
2023_07_04_11_46_28, 23.94, 61.48
2023_07_04_11_46_30, 23.94, 61.48
2023_07_04_11_46_32, 24.00, 61.38
2023_07_04_11_46_34, 24.01, 61.10
2023_07_04_11_46_36, 24.03, 60.87
2023_07_04_11_46_38, 24.03, 60.72
2023_07_04_11_46_40, 24.04, 60.54
2023_07_04_11_46_42, 24.05, 60.45
2023_07_04_11_46_44, 24.05, 60.46
2023_07_04_11_46_46, 24.05, 60.50
2023_07_04_11_46_48, 24.04, 60.64
2023_07_04_11_46_50, 24.08, 60.63
2023_07_04_11_46_52, 24.07, 60.51
2023_07_04_11_46_54, 24.05, 60.49
2023_07_04_11_46_56, 24.04, 60.47
2023_07_04_11_46_58, 24.03, 60.42
2023_07_04_11_47_00, 24.01, 60.35
2023_07_04_11_47_02, 23.98, 60.47
2023_07_04_11_47_04, 23.95, 60.59
2023_07_04_11_47_06, 23.97, 60.63
2023_07_04_11_47_08, 23.98, 60.65
2023_07_04_11_47_10, 24.00, 60.59
2023_07_04_11_47_12, 24.00, 60.54
2023_07_04_11_47_15, 24.01, 60.49
2023_07_04_11_47_17, 24.04, 60.44
2023_07_04_11_47_19, 24.05, 60.39
2023_07_04_11_47_21, 24.05, 60.33
2023_07_04_11_47_23, 24.05, 60.31
2023_07_04_11_47_25, 24.05, 60.39
2023_07_04_11_47_27, 24.05, 60.32
2023_07_04_11_47_29, 24.03, 60.27
2023_07_04_11_47_31, 24.04, 60.25
2023_07_04_11_47_33, 24.05, 60.22
2023_07_04_11_47_35, 24.04, 60.25
2023_07_04_11_47_37, 24.05, 60.24
2023_07_04_11_47_39, 24.13, 60.21
2023_07_04_11_47_41, 24.08, 60.21
2023_07_04_11_47_43, 24.08, 60.21
2023_07_04_11_47_45, 24.10, 60.16
2023_07_04_11_47_47, 24.10, 60.16
2023_07_04_11_47_49, 24.11, 60.11
2023_07_04_11_47_51, 24.13, 60.16
2023_07_04_11_47_53, 24.14, 60.15
2023_07_04_11_47_55, 24.17, 60.05
2023_07_04_11_47_57, 24.18, 60.01
2023_07_04_11_47_59, 24.18, 59.97
2023_07_04_11_48_01, 24.17, 59.93
2023_07_04_11_48_03, 24.17, 59.99
2023_07_04_11_48_05, 24.17, 60.08
2023_07_04_11_48_07, 24.15, 60.03
2023_07_04_11_48_09, 24.14, 60.00
2023_07_04_11_48_11, 24.13, 59.96
2023_07_04_11_48_13, 24.14, 60.00
2023_07_04_11_48_15, 24.15, 60.04
2023_07_04_11_48_17, 24.17, 60.02
2023_07_04_11_48_19, 24.11, 59.96
2023_07_04_11_48_21, 24.10, 59.97
2023_07_04_11_48_23, 24.13, 59.95
2023_07_04_11_48_25, 24.10, 59.94
2023_07_04_11_48_27, 24.11, 60.01
2023_07_04_11_48_30, 24.11, 60.02
2023_07_04_11_48_32, 24.10, 60.05
2023_07_04_11_48_34, 24.11, 60.09
2023_07_04_11_48_36, 24.08, 60.09
2023_07_04_11_48_38, 24.08, 60.19
2023_07_04_11_48_40, 24.10, 60.46
2023_07_04_11_48_42, 24.10, 60.61
2023_07_04_11_48_44, 24.11, 60.55
2023_07_04_11_48_46, 24.11, 60.55
2023_07_04_11_48_48, 24.14, 60.45
2023_07_04_11_48_50, 24.11, 60.36
2023_07_04_11_48_52, 24.10, 60.29
2023_07_04_11_48_54, 24.11, 60.18
2023_07_04_11_48_56, 24.11, 60.11
2023_07_04_11_48_58, 24.11, 60.10
2023_07_04_11_49_00, 24.10, 60.10
2023_07_04_11_49_02, 24.10, 60.06
2023_07_04_11_49_04, 24.10, 60.05
2023_07_04_11_49_06, 24.05, 60.08
2023_07_04_11_49_08, 24.07, 60.07
2023_07_04_11_49_10, 24.08, 60.11
2023_07_04_11_49_12, 24.04, 60.07
2023_07_04_11_49_14, 24.04, 60.09
2023_07_04_11_49_16, 24.03, 60.11
2023_07_04_11_49_18, 24.03, 60.16
2023_07_04_11_49_20, 24.04, 60.25
2023_07_04_11_49_22, 24.03, 60.31
2023_07_04_11_49_24, 24.07, 60.27
2023_07_04_11_49_26, 24.13, 60.24
2023_07_04_11_49_28, 24.10, 60.13
2023_07_04_11_49_30, 24.11, 60.10
2023_07_04_11_49_32, 24.11, 60.03
2023_07_04_11_49_34, 24.14, 59.98
2023_07_04_11_49_36, 24.11, 59.96
2023_07_04_11_49_38, 24.08, 59.93
2023_07_04_11_49_40, 24.07, 59.99
2023_07_04_11_49_42, 24.07, 60.02
2023_07_04_11_49_44, 24.07, 60.07
2023_07_04_11_49_46, 24.05, 60.15
2023_07_04_11_49_48, 24.01, 60.13
2023_07_04_11_49_51, 24.01, 60.13
2023_07_04_11_49_53, 23.98, 60.16
2023_07_04_11_49_55, 23.98, 60.56
2023_07_04_11_49_57, 23.98, 60.57
2023_07_04_11_49_59, 23.97, 60.51
2023_07_04_11_50_01, 24.00, 60.44
2023_07_04_11_50_03, 24.00, 60.43
2023_07_04_11_50_05, 23.98, 60.36
2023_07_04_11_50_07, 24.01, 60.39
2023_07_04_11_50_09, 24.01, 60.60
2023_07_04_11_50_11, 24.04, 60.56
2023_07_04_11_50_13, 24.04, 60.70
2023_07_04_11_50_15, 24.05, 60.60
2023_07_04_11_50_17, 24.03, 60.45
2023_07_04_11_50_19, 24.01, 60.35
2023_07_04_11_50_21, 24.00, 60.33
2023_07_04_11_50_23, 24.01, 60.27
2023_07_04_11_50_25, 23.98, 60.28
2023_07_04_11_50_27, 23.98, 60.29
2023_07_04_11_50_29, 24.00, 60.29
2023_07_04_11_50_31, 23.95, 60.29
2023_07_04_11_50_33, 23.91, 60.33
2023_07_04_11_50_35, 23.93, 60.41
2023_07_04_11_50_37, 23.93, 60.45
2023_07_04_11_50_39, 23.94, 60.48
2023_07_04_11_50_41, 24.00, 60.52
2023_07_04_11_50_43, 24.00, 60.55
2023_07_04_11_50_45, 23.97, 60.52
2023_07_04_11_50_47, 23.97, 60.46
2023_07_04_11_50_49, 23.94, 60.46
2023_07_04_11_50_51, 23.94, 60.48
2023_07_04_11_50_53, 23.95, 60.58
2023_07_04_11_50_55, 23.94, 60.66
2023_07_04_11_50_57, 23.94, 60.64
2023_07_04_11_50_59, 23.97, 60.59
2023_07_04_11_51_01, 23.94, 60.54
2023_07_04_11_51_03, 23.94, 60.49
2023_07_04_11_51_05, 23.97, 60.54
2023_07_04_11_51_07, 23.94, 60.70
2023_07_04_11_51_09, 23.94, 60.62
2023_07_04_11_51_11, 23.91, 60.57
2023_07_04_11_51_13, 23.91, 60.61
2023_07_04_11_51_16, 23.87, 60.70
2023_07_04_11_51_18, 23.87, 60.66
2023_07_04_11_51_20, 23.87, 60.61
2023_07_04_11_51_22, 23.87, 60.63
2023_07_04_11_51_24, 23.87, 60.64
2023_07_04_11_51_26, 23.93, 60.75
2023_07_04_11_51_28, 23.90, 60.76
2023_07_04_11_51_30, 23.90, 60.72
2023_07_04_11_51_32, 23.90, 60.65
2023_07_04_11_51_34, 23.90, 60.67
2023_07_04_11_51_36, 23.85, 60.65
2023_07_04_11_51_38, 23.88, 60.69
2023_07_04_11_51_40, 23.88, 60.74
2023_07_04_11_51_42, 23.90, 60.76
2023_07_04_11_51_44, 23.88, 60.77
2023_07_04_11_51_46, 23.85, 60.88
2023_07_04_11_51_49, 23.87, 60.99
2023_07_04_11_51_51, 23.87, 60.97
2023_07_04_11_51_53, 23.85, 60.94
2023_07_04_11_51_55, 23.84, 60.87
2023_07_04_11_51_57, 23.84, 60.83
2023_07_04_11_51_59, 23.84, 60.79
2023_07_04_11_52_01, 23.81, 60.82
2023_07_04_11_52_03, 23.84, 60.87
2023_07_04_11_52_05, 23.84, 60.93
2023_07_04_11_52_07, 23.85, 60.88
2023_07_04_11_52_09, 23.85, 60.86
2023_07_04_11_52_11, 23.83, 60.82
2023_07_04_11_52_13, 23.84, 60.79
2023_07_04_11_52_15, 23.84, 60.78
2023_07_04_11_52_17, 23.83, 60.72
2023_07_04_11_52_19, 23.85, 60.77
2023_07_04_11_52_21, 23.87, 60.74
2023_07_04_11_52_23, 23.87, 60.73
2023_07_04_11_52_25, 23.84, 60.72
2023_07_04_11_52_27, 23.84, 60.75
2023_07_04_11_52_29, 23.85, 60.79
2023_07_04_11_52_31, 23.84, 60.87
2023_07_04_11_52_33, 23.81, 61.07
2023_07_04_11_52_35, 23.87, 61.12
2023_07_04_11_52_37, 23.85, 61.12
2023_07_04_11_52_39, 23.87, 60.98
2023_07_04_11_52_41, 23.88, 60.92
2023_07_04_11_52_43, 23.87, 60.79
2023_07_04_11_52_46, 23.88, 60.78
2023_07_04_11_52_48, 23.84, 60.74
2023_07_04_11_52_50, 23.85, 60.73
2023_07_04_11_52_52, 23.84, 60.75
2023_07_04_11_52_54, 23.80, 60.91
2023_07_04_11_52_56, 23.78, 61.13
2023_07_04_11_52_58, 23.83, 61.07
2023_07_04_11_53_00, 23.83, 61.04
2023_07_04_11_53_02, 23.80, 60.99
2023_07_04_11_53_04, 23.78, 60.97
2023_07_04_11_53_06, 23.81, 61.01
2023_07_04_11_53_08, 23.81, 60.99
2023_07_04_11_53_10, 23.81, 60.99
2023_07_04_11_53_12, 23.84, 60.98
2023_07_04_11_53_14, 23.85, 60.89
2023_07_04_11_53_16, 23.90, 60.82
2023_07_04_11_53_18, 23.90, 60.73
2023_07_04_11_53_20, 23.90, 60.69
2023_07_04_11_53_22, 23.93, 60.62
2023_07_04_11_53_24, 23.87, 60.61
2023_07_04_11_53_26, 23.90, 60.58
2023_07_04_11_53_28, 23.88, 60.56
2023_07_04_11_53_30, 23.93, 60.58
2023_07_04_11_53_32, 23.94, 60.56
2023_07_04_11_53_34, 23.90, 60.77
2023_07_04_11_53_36, 23.94, 60.70
2023_07_04_11_53_38, 23.97, 60.75
2023_07_04_11_53_40, 23.95, 60.85
2023_07_04_11_53_42, 23.97, 60.82
2023_07_04_11_53_44, 23.98, 61.00
2023_07_04_11_53_46, 23.97, 60.74
2023_07_04_11_53_48, 23.97, 60.61
2023_07_04_11_53_50, 23.97, 60.51
2023_07_04_11_53_52, 23.97, 60.54
2023_07_04_11_53_54, 23.94, 60.47
2023_07_04_11_53_56, 23.95, 60.46
2023_07_04_11_53_59, 23.95, 60.46
2023_07_04_11_54_01, 23.97, 60.43
2023_07_04_11_54_03, 23.95, 60.41
2023_07_04_11_54_05, 23.97, 60.44
2023_07_04_11_54_07, 23.97, 60.43
2023_07_04_11_54_09, 23.94, 60.49
2023_07_04_11_54_11, 23.95, 60.50
2023_07_04_11_54_13, 23.91, 60.54
2023_07_04_11_54_15, 23.94, 60.60
2023_07_04_11_54_17, 23.93, 60.64
2023_07_04_11_54_19, 23.98, 60.63
2023_07_04_11_54_21, 23.94, 60.66
2023_07_04_11_54_23, 23.94, 60.72
2023_07_04_11_54_25, 23.95, 60.79
2023_07_04_11_54_27, 23.97, 60.99
2023_07_04_11_54_29, 23.98, 61.24
2023_07_04_11_54_31, 24.00, 61.10
2023_07_04_11_54_33, 23.97, 60.89
2023_07_04_11_54_35, 23.98, 60.75
2023_07_04_11_54_37, 23.97, 60.64
2023_07_04_11_54_39, 23.93, 60.53
2023_07_04_11_54_41, 23.94, 60.47
2023_07_04_11_54_43, 23.94, 60.50
2023_07_04_11_54_45, 23.93, 60.45
2023_07_04_11_54_47, 23.95, 60.50
2023_07_04_11_54_49, 23.98, 60.54
2023_07_04_11_54_51, 23.97, 60.57
2023_07_04_11_54_53, 23.98, 60.58
2023_07_04_11_54_55, 23.97, 60.48
2023_07_04_11_54_57, 23.95, 60.46
2023_07_04_11_54_59, 23.95, 60.45
2023_07_04_11_55_01, 23.94, 60.41
2023_07_04_11_55_03, 23.95, 60.41
2023_07_04_11_55_05, 23.91, 60.47
2023_07_04_11_55_07, 23.93, 60.45
2023_07_04_11_55_09, 23.90, 60.52
2023_07_04_11_55_11, 23.91, 60.53
2023_07_04_11_55_13, 23.90, 60.53
2023_07_04_11_55_15, 23.90, 60.53
2023_07_04_11_55_17, 23.90, 60.56
2023_07_04_11_55_19, 23.88, 60.68
2023_07_04_11_55_22, 23.90, 60.66
2023_07_04_11_55_24, 23.91, 60.63
2023_07_04_11_55_26, 23.88, 60.58
2023_07_04_11_55_28, 23.90, 60.63
2023_07_04_11_55_30, 23.90, 60.71
2023_07_04_11_55_32, 23.90, 60.78
2023_07_04_11_55_34, 23.88, 60.86
2023_07_04_11_55_36, 23.88, 60.95
2023_07_04_11_55_38, 23.88, 61.13
2023_07_04_11_55_40, 23.88, 61.14
