Timestamp, Temperature[°C], Humidity[%]
2023_07_04_10_40_44, 23.73, 60.83
2023_07_04_10_40_46, 23.74, 60.84
2023_07_04_10_40_48, 23.77, 60.88
2023_07_04_10_40_50, 23.77, 60.91
2023_07_04_10_40_52, 23.72, 60.91
2023_07_04_10_40_54, 23.73, 61.08
2023_07_04_10_40_56, 23.73, 61.04
2023_07_04_10_40_58, 23.72, 60.99
2023_07_04_10_41_00, 23.70, 61.02
2023_07_04_10_41_02, 23.77, 61.40
2023_07_04_10_41_04, 23.74, 61.31
2023_07_04_10_41_06, 23.73, 61.19
2023_07_04_10_41_08, 23.74, 61.11
2023_07_04_10_41_10, 23.72, 61.09
2023_07_04_10_41_12, 23.73, 61.06
2023_07_04_10_41_14, 23.72, 61.07
2023_07_04_10_41_16, 23.72, 61.03
2023_07_04_10_41_18, 23.66, 61.07
2023_07_04_10_41_21, 23.67, 61.07
2023_07_04_10_41_23, 23.66, 61.11
2023_07_04_10_41_25, 23.67, 61.12
2023_07_04_10_41_27, 23.67, 61.17
2023_07_04_10_41_29, 23.67, 61.20
2023_07_04_10_41_31, 23.67, 61.20
2023_07_04_10_41_33, 23.64, 61.16
2023_07_04_10_41_35, 23.67, 61.17
2023_07_04_10_41_37, 23.67, 61.17
2023_07_04_10_41_39, 23.69, 61.18
2023_07_04_10_41_41, 23.67, 61.18
2023_07_04_10_41_43, 23.70, 61.18
2023_07_04_10_41_45, 23.72, 61.24
2023_07_04_10_41_47, 23.72, 61.19
2023_07_04_10_41_49, 23.72, 61.17
2023_07_04_10_41_51, 23.72, 61.23
2023_07_04_10_41_53, 23.72, 61.14
2023_07_04_10_41_55, 23.72, 61.13
2023_07_04_10_41_57, 23.69, 61.18
2023_07_04_10_41_59, 23.70, 61.16
2023_07_04_10_42_01, 23.69, 61.16
2023_07_04_10_42_03, 23.70, 61.19
2023_07_04_10_42_05, 23.72, 61.22
2023_07_04_10_42_07, 23.74, 61.20
2023_07_04_10_42_09, 23.73, 61.20
2023_07_04_10_42_11, 23.73, 61.17
2023_07_04_10_42_13, 23.72, 61.14
2023_07_04_10_42_15, 23.72, 61.14
2023_07_04_10_42_17, 23.70, 61.16
2023_07_04_10_42_19, 23.69, 61.15
2023_07_04_10_42_21, 23.69, 61.15
2023_07_04_10_42_23, 23.67, 61.28
2023_07_04_10_42_25, 23.73, 61.35
2023_07_04_10_42_27, 23.72, 61.30
2023_07_04_10_42_29, 23.73, 61.22
2023_07_04_10_42_31, 23.76, 61.17
2023_07_04_10_42_33, 23.83, 61.18
2023_07_04_10_42_35, 23.81, 61.05
2023_07_04_10_42_38, 23.84, 60.99
2023_07_04_10_42_40, 23.84, 60.94
2023_07_04_10_42_42, 23.84, 60.89
2023_07_04_10_42_44, 23.81, 60.97
2023_07_04_10_42_46, 23.81, 60.97
2023_07_04_10_42_48, 23.84, 60.93
2023_07_04_10_42_50, 23.78, 60.85
2023_07_04_10_42_52, 23.81, 60.89
2023_07_04_10_42_54, 23.78, 60.85
2023_07_04_10_42_56, 23.80, 60.86
2023_07_04_10_42_58, 23.80, 60.87
2023_07_04_10_43_00, 23.77, 60.92
2023_07_04_10_43_02, 23.77, 60.95
2023_07_04_10_43_04, 23.81, 60.94
2023_07_04_10_43_06, 23.78, 60.94
2023_07_04_10_43_08, 23.81, 60.92
2023_07_04_10_43_10, 23.83, 60.85
2023_07_04_10_43_12, 23.80, 60.83
2023_07_04_10_43_14, 23.78, 60.94
2023_07_04_10_43_16, 23.77, 60.90
2023_07_04_10_43_18, 23.78, 60.96
2023_07_04_10_43_20, 23.80, 60.91
2023_07_04_10_43_22, 23.81, 60.93
2023_07_04_10_43_24, 23.83, 60.90
2023_07_04_10_43_26, 23.83, 60.86
2023_07_04_10_43_28, 23.83, 60.83
2023_07_04_10_43_30, 23.78, 60.86
2023_07_04_10_43_32, 23.83, 60.91
2023_07_04_10_43_34, 23.80, 60.85
2023_07_04_10_43_36, 23.78, 60.83
2023_07_04_10_43_38, 23.80, 60.80
2023_07_04_10_43_40, 23.80, 60.84
2023_07_04_10_43_42, 23.80, 60.84
2023_07_04_10_43_44, 23.77, 60.85
2023_07_04_10_43_46, 23.74, 60.85
2023_07_04_10_43_48, 23.74, 60.90
2023_07_04_10_43_50, 23.73, 60.88
2023_07_04_10_43_52, 23.76, 60.94
2023_07_04_10_43_54, 23.76, 60.89
2023_07_04_10_43_56, 23.76, 60.92
2023_07_04_10_43_59, 23.78, 60.88
2023_07_04_10_44_01, 23.78, 60.85
2023_07_04_10_44_03, 23.81, 60.89
2023_07_04_10_44_05, 23.80, 60.83
2023_07_04_10_44_07, 23.80, 60.82
2023_07_04_10_44_09, 23.81, 60.79
2023_07_04_10_44_11, 23.77, 60.93
2023_07_04_10_44_13, 23.78, 60.94
2023_07_04_10_44_15, 23.76, 60.99
2023_07_04_10_44_17, 23.77, 61.00
2023_07_04_10_44_19, 23.76, 60.89
2023_07_04_10_44_21, 23.74, 60.88
2023_07_04_10_44_23, 23.73, 60.96
2023_07_04_10_44_25, 23.72, 61.38
2023_07_04_10_44_27, 23.70, 61.48
2023_07_04_10_44_29, 23.70, 61.44
2023_07_04_10_44_31, 23.67, 61.34
2023_07_04_10_44_33, 23.64, 61.34
2023_07_04_10_44_35, 23.64, 61.36
2023_07_04_10_44_37, 23.64, 61.35
2023_07_04_10_44_39, 23.66, 61.36
2023_07_04_10_44_41, 23.64, 61.39
2023_07_04_10_44_43, 23.66, 61.59
2023_07_04_10_44_45, 23.67, 61.70
2023_07_04_10_44_47, 23.67, 61.57
2023_07_04_10_44_49, 23.70, 61.77
2023_07_04_10_44_51, 23.74, 61.92
2023_07_04_10_44_53, 23.72, 61.66
2023_07_04_10_44_55, 23.73, 61.53
2023_07_04_10_44_57, 23.73, 61.68
2023_07_04_10_44_59, 23.72, 61.71
2023_07_04_10_45_01, 23.70, 61.60
2023_07_04_10_45_03, 23.70, 61.49
2023_07_04_10_45_05, 23.72, 61.38
2023_07_04_10_45_07, 23.70, 61.28
2023_07_04_10_45_09, 23.70, 61.22
2023_07_04_10_45_11, 23.70, 61.30
2023_07_04_10_45_13, 23.72, 61.34
2023_07_04_10_45_15, 23.72, 61.33
2023_07_04_10_45_17, 23.73, 61.23
2023_07_04_10_45_20, 23.72, 61.23
2023_07_04_10_45_22, 23.74, 61.20
2023_07_04_10_45_24, 23.77, 61.17
2023_07_04_10_45_26, 23.78, 61.13
2023_07_04_10_45_28, 23.80, 61.10
2023_07_04_10_45_30, 23.80, 61.11
2023_07_04_10_45_32, 23.83, 61.06
2023_07_04_10_45_34, 23.83, 61.01
2023_07_04_10_45_36, 23.81, 60.97
2023_07_04_10_45_38, 23.74, 60.89
2023_07_04_10_45_40, 23.74, 60.95
2023_07_04_10_45_42, 23.73, 60.99
2023_07_04_10_45_44, 23.69, 61.06
2023_07_04_10_45_46, 23.72, 61.09
2023_07_04_10_45_48, 23.76, 61.12
2023_07_04_10_45_50, 23.72, 61.13
2023_07_04_10_45_52, 23.73, 61.11
2023_07_04_10_45_54, 23.73, 61.16
2023_07_04_10_45_56, 23.72, 61.17
2023_07_04_10_45_58, 23.70, 61.16
2023_07_04_10_46_00, 23.74, 61.30
2023_07_04_10_46_02, 23.76, 61.41
2023_07_04_10_46_04, 23.76, 61.30
2023_07_04_10_46_06, 23.74, 61.26
2023_07_04_10_46_08, 23.77, 61.21
2023_07_04_10_46_10, 23.77, 61.13
2023_07_04_10_46_12, 23.77, 61.17
2023_07_04_10_46_14, 23.76, 61.21
2023_07_04_10_46_16, 23.77, 61.15
2023_07_04_10_46_18, 23.77, 61.10
2023_07_04_10_46_20, 23.74, 61.10
2023_07_04_10_46_22, 23.73, 61.09
2023_07_04_10_46_24, 23.70, 61.08
2023_07_04_10_46_26, 23.72, 61.17
2023_07_04_10_46_28, 23.66, 61.27
2023_07_04_10_46_30, 23.67, 61.30
2023_07_04_10_46_32, 23.64, 61.28
2023_07_04_10_46_35, 23.67, 61.31
2023_07_04_10_46_37, 23.66, 61.35
2023_07_04_10_46_39, 23.64, 61.38
2023_07_04_10_46_41, 23.62, 61.34
2023_07_04_10_46_43, 23.63, 61.37
2023_07_04_10_46_45, 23.60, 61.39
2023_07_04_10_46_47, 23.62, 61.40
2023_07_04_10_46_49, 23.60, 61.73
2023_07_04_10_46_51, 23.63, 61.72
2023_07_04_10_46_53, 23.63, 61.60
2023_07_04_10_46_55, 23.63, 61.53
2023_07_04_10_46_57, 23.66, 61.51
2023_07_04_10_46_59, 23.69, 61.45
2023_07_04_10_47_01, 23.70, 61.40
2023_07_04_10_47_03, 23.74, 61.36
2023_07_04_10_47_05, 23.76, 61.28
2023_07_04_10_47_07, 23.78, 61.25
2023_07_04_10_47_09, 23.78, 61.21
2023_07_04_10_47_11, 23.78, 61.13
2023_07_04_10_47_13, 23.78, 61.10
2023_07_04_10_47_15, 23.76, 61.14
2023_07_04_10_47_17, 23.74, 61.24
2023_07_04_10_47_19, 23.72, 61.20
2023_07_04_10_47_21, 23.70, 61.18
2023_07_04_10_47_23, 23.70, 61.18
2023_07_04_10_47_25, 23.69, 61.41
2023_07_04_10_47_27, 23.66, 61.41
2023_07_04_10_47_29, 23.66, 61.34
2023_07_04_10_47_31, 23.63, 61.32
2023_07_04_10_47_33, 23.59, 61.37
2023_07_04_10_47_35, 23.57, 61.41
2023_07_04_10_47_37, 23.54, 61.54
2023_07_04_10_47_39, 23.53, 61.59
2023_07_04_10_47_41, 23.57, 61.66
2023_07_04_10_47_43, 23.56, 61.63
2023_07_04_10_47_45, 23.60, 61.57
2023_07_04_10_47_47, 23.60, 61.56
2023_07_04_10_47_49, 23.62, 61.56
2023_07_04_10_47_51, 23.60, 61.52
2023_07_04_10_47_54, 23.56, 61.47
2023_07_04_10_47_56, 23.56, 61.55
2023_07_04_10_47_58, 23.57, 61.59
2023_07_04_10_48_00, 23.56, 61.59
2023_07_04_10_48_02, 23.59, 61.59
2023_07_04_10_48_04, 23.56, 61.59
2023_07_04_10_48_06, 23.57, 61.60
2023_07_04_10_48_08, 23.57, 61.58
2023_07_04_10_48_10, 23.59, 61.57
2023_07_04_10_48_12, 23.59, 61.54
2023_07_04_10_48_14, 23.60, 61.50
2023_07_04_10_48_16, 23.63, 61.51
2023_07_04_10_48_18, 23.63, 61.46
2023_07_04_10_48_20, 23.64, 61.49
2023_07_04_10_48_22, 23.62, 61.42
2023_07_04_10_48_24, 23.60, 61.44
2023_07_04_10_48_26, 23.62, 61.47
2023_07_04_10_48_28, 23.60, 61.44
2023_07_04_10_48_30, 23.64, 61.49
2023_07_04_10_48_32, 23.59, 61.47
2023_07_04_10_48_34, 23.57, 61.54
2023_07_04_10_48_36, 23.54, 61.53
2023_07_04_10_48_38, 23.54, 61.55
2023_07_04_10_48_40, 23.54, 61.59
2023_07_04_10_48_42, 23.52, 61.58
2023_07_04_10_48_44, 23.53, 61.68
2023_07_04_10_48_46, 23.53, 61.61
2023_07_04_10_48_48, 23.53, 61.64
2023_07_04_10_48_50, 23.53, 61.68
2023_07_04_10_48_52, 23.57, 61.78
2023_07_04_10_48_54, 23.63, 61.95
2023_07_04_10_48_56, 23.62, 62.00
2023_07_04_10_48_58, 23.64, 61.92
2023_07_04_10_49_00, 23.62, 62.01
2023_07_04_10_49_02, 23.63, 61.95
2023_07_04_10_49_04, 23.63, 61.79
2023_07_04_10_49_06, 23.59, 61.68
2023_07_04_10_49_08, 23.59, 61.59
2023_07_04_10_49_10, 23.57, 61.57
2023_07_04_10_49_12, 23.59, 61.55
2023_07_04_10_49_14, 23.60, 61.55
2023_07_04_10_49_17, 23.57, 61.58
2023_07_04_10_49_19, 23.60, 61.61
2023_07_04_10_49_21, 23.62, 61.57
2023_07_04_10_49_23, 23.63, 61.52
2023_07_04_10_49_25, 23.63, 61.55
