Timestamp, Temperature[°C], Humidity[%]
2023_06_30_12_13_41, 24.97, 58.77
2023_06_30_12_13_43, 24.99, 58.78
2023_06_30_12_13_45, 25.03, 58.77
2023_06_30_12_13_47, 25.03, 58.71
2023_06_30_12_13_49, 25.05, 58.69
2023_06_30_12_13_51, 25.00, 58.68
2023_06_30_12_13_53, 25.02, 58.69
2023_06_30_12_13_55, 25.02, 58.72
2023_06_30_12_13_57, 24.96, 58.74
2023_06_30_12_13_59, 24.96, 58.77
2023_06_30_12_14_01, 24.95, 58.82
2023_06_30_12_14_03, 24.95, 58.88
2023_06_30_12_14_05, 24.92, 59.06
2023_06_30_12_14_07, 24.93, 59.18
2023_06_30_12_14_09, 24.95, 59.33
2023_06_30_12_14_11, 24.96, 59.19
2023_06_30_12_14_13, 24.95, 59.06
2023_06_30_12_14_15, 24.96, 59.08
2023_06_30_12_14_17, 25.00, 59.21
2023_06_30_12_14_19, 24.97, 59.13
2023_06_30_12_14_21, 24.99, 59.05
2023_06_30_12_14_23, 25.00, 58.95
2023_06_30_12_14_25, 25.00, 58.93
2023_06_30_12_14_27, 25.02, 58.86
2023_06_30_12_14_29, 25.03, 58.87
2023_06_30_12_14_31, 25.03, 59.02
2023_06_30_12_14_33, 25.00, 59.07
2023_06_30_12_14_35, 25.03, 59.01
2023_06_30_12_14_38, 25.05, 58.92
2023_06_30_12_14_40, 25.07, 58.89
2023_06_30_12_14_42, 25.03, 58.84
2023_06_30_12_14_44, 24.99, 58.82
2023_06_30_12_14_46, 24.97, 58.82
2023_06_30_12_14_48, 24.97, 58.88
2023_06_30_12_14_50, 24.99, 58.86
2023_06_30_12_14_52, 25.03, 58.88
2023_06_30_12_14_54, 25.03, 58.93
2023_06_30_12_14_56, 25.07, 58.89
2023_06_30_12_14_58, 25.10, 58.77
2023_06_30_12_15_00, 25.09, 58.75
2023_06_30_12_15_02, 25.05, 58.61
2023_06_30_12_15_04, 25.03, 58.61
2023_06_30_12_15_06, 25.02, 58.63
2023_06_30_12_15_08, 25.03, 58.65
2023_06_30_12_15_10, 25.05, 58.65
2023_06_30_12_15_12, 25.12, 58.63
2023_06_30_12_15_14, 25.07, 58.63
2023_06_30_12_15_16, 25.07, 58.55
2023_06_30_12_15_18, 25.05, 58.53
2023_06_30_12_15_21, 25.03, 58.59
2023_06_30_12_15_23, 25.02, 58.55
2023_06_30_12_15_25, 25.02, 58.59
2023_06_30_12_15_27, 25.03, 58.91
2023_06_30_12_15_29, 25.00, 59.36
2023_06_30_12_15_31, 24.97, 59.22
2023_06_30_12_15_33, 24.95, 59.13
2023_06_30_12_15_35, 24.92, 59.10
2023_06_30_12_15_37, 24.96, 59.08
2023_06_30_12_15_39, 24.95, 59.07
2023_06_30_12_15_41, 24.89, 59.01
2023_06_30_12_15_43, 24.85, 58.99
2023_06_30_12_15_45, 24.85, 59.08
2023_06_30_12_15_47, 24.79, 59.17
2023_06_30_12_15_49, 24.81, 59.20
2023_06_30_12_15_51, 24.78, 59.24
2023_06_30_12_15_53, 24.78, 59.24
2023_06_30_12_15_55, 24.79, 59.29
2023_06_30_12_15_57, 24.82, 59.33
2023_06_30_12_15_59, 24.81, 59.28
2023_06_30_12_16_01, 24.76, 59.33
2023_06_30_12_16_03, 24.81, 59.29
2023_06_30_12_16_05, 24.81, 59.30
2023_06_30_12_16_07, 24.83, 59.32
2023_06_30_12_16_09, 24.89, 59.26
2023_06_30_12_16_11, 24.89, 59.15
2023_06_30_12_16_13, 24.93, 59.12
2023_06_30_12_16_15, 24.90, 59.05
2023_06_30_12_16_17, 24.89, 59.10
2023_06_30_12_16_19, 24.90, 59.12
2023_06_30_12_16_21, 24.89, 59.15
2023_06_30_12_16_23, 24.82, 59.15
2023_06_30_12_16_25, 24.76, 59.30
2023_06_30_12_16_27, 24.75, 59.38
2023_06_30_12_16_29, 24.75, 59.47
2023_06_30_12_16_31, 24.74, 59.54
2023_06_30_12_16_33, 24.75, 59.55
2023_06_30_12_16_35, 24.75, 59.54
2023_06_30_12_16_37, 24.76, 59.52
2023_06_30_12_16_39, 24.76, 59.55
2023_06_30_12_16_41, 24.75, 59.61
2023_06_30_12_16_43, 24.75, 59.59
2023_06_30_12_16_45, 24.76, 59.66
2023_06_30_12_16_47, 24.74, 59.64
2023_06_30_12_16_49, 24.75, 59.64
2023_06_30_12_16_52, 24.74, 59.68
2023_06_30_12_16_54, 24.74, 59.67
2023_06_30_12_16_56, 24.72, 59.59
2023_06_30_12_16_58, 24.75, 59.61
2023_06_30_12_17_00, 24.76, 59.61
2023_06_30_12_17_02, 24.75, 59.56
2023_06_30_12_17_04, 24.75, 59.56
2023_06_30_12_17_06, 24.78, 59.52
2023_06_30_12_17_08, 24.78, 59.51
2023_06_30_12_17_10, 24.78, 59.55
2023_06_30_12_17_12, 24.75, 59.53
2023_06_30_12_17_14, 24.78, 59.53
2023_06_30_12_17_16, 24.75, 59.51
2023_06_30_12_17_18, 24.72, 59.54
2023_06_30_12_17_20, 24.75, 59.56
2023_06_30_12_17_22, 24.71, 59.56
2023_06_30_12_17_24, 24.69, 59.57
