TIMESTAMP,MI_BATTERY,DEVICEID,DEVICEADDRS,FWV,MI_CONDUCTIVITY,MI_LIGHT,MI_MOISTURE,MI_TEMPERATURE
2023-06-29 10:30:08,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   108,  2, 25.7
2023-06-29 10:30:08,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   108,  2, 25.7
2023-06-29 10:30:09,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    14,  2, 25.6
2023-06-29 10:30:10,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    14,  2, 25.6
2023-06-29 10:30:10,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.6
2023-06-29 10:30:11,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.6
2023-06-29 10:30:11,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.7
2023-06-29 10:30:12,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.7
2023-06-29 10:30:12,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    14,  2, 25.6
2023-06-29 10:30:13,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    14,  2, 25.6
2023-06-29 10:30:13,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  1, 25.6
2023-06-29 10:30:14,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    14,  2, 25.6
2023-06-29 10:30:14,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    14,  2, 25.6
2023-06-29 10:30:20,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   372,  0, 25.2
2023-06-29 10:30:21,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   372,  0, 25.2
2023-06-29 10:30:21,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:22,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:22,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:23,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:24,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:24,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:25,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:25,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:26,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:26,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:27,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   236,  0, 25.1
2023-06-29 10:30:33,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   146,  1, 25.7
2023-06-29 10:30:33,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   146,  1, 25.7
2023-06-29 10:30:34,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    30,  2, 25.6
2023-06-29 10:30:34,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    30,  2, 25.6
2023-06-29 10:30:35,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    30,  1, 25.6
2023-06-29 10:30:35,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    30,  1, 25.6
2023-06-29 10:30:36,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    52,  2, 25.6
2023-06-29 10:30:36,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    52,  2, 25.6
2023-06-29 10:30:37,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    52,  2, 25.6
2023-06-29 10:30:38,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    52,  2, 25.6
2023-06-29 10:30:38,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.6
2023-06-29 10:30:39,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.6
