Timestamp, Temperature[°C], Humidity[%]
2023_06_29_11_59_21, 24.25, 47.66
2023_06_29_11_59_23, 24.27, 47.75
2023_06_29_11_59_25, 24.24, 47.74
2023_06_29_11_59_27, 24.28, 47.53
2023_06_29_11_59_29, 24.28, 47.43
2023_06_29_11_59_31, 24.30, 47.34
2023_06_29_11_59_33, 24.27, 47.27
2023_06_29_11_59_35, 24.27, 47.23
2023_06_29_11_59_37, 24.31, 47.20
2023_06_29_11_59_39, 24.32, 47.13
2023_06_29_11_59_41, 24.25, 47.11
2023_06_29_11_59_43, 24.25, 47.09
2023_06_29_11_59_45, 24.25, 47.11
2023_06_29_11_59_47, 24.25, 47.13
2023_06_29_11_59_49, 24.25, 47.11
2023_06_29_11_59_51, 24.25, 47.11
2023_06_29_11_59_53, 24.25, 47.09
2023_06_29_11_59_55, 24.24, 47.11
2023_06_29_11_59_57, 24.23, 47.14
2023_06_29_11_59_59, 24.24, 47.18
2023_06_29_12_00_01, 24.28, 47.11
2023_06_29_12_00_03, 24.25, 47.18
2023_06_29_12_00_05, 24.25, 47.17
2023_06_29_12_00_07, 24.24, 47.18
2023_06_29_12_00_09, 24.25, 47.12
2023_06_29_12_00_11, 24.27, 47.14
2023_06_29_12_00_13, 24.28, 47.11
2023_06_29_12_00_15, 24.28, 47.04
2023_06_29_12_00_17, 24.30, 47.04
2023_06_29_12_00_19, 24.35, 47.06
2023_06_29_12_00_21, 24.39, 46.99
2023_06_29_12_00_23, 24.36, 46.95
2023_06_29_12_00_25, 24.39, 46.86
2023_06_29_12_00_27, 24.41, 46.85
2023_06_29_12_00_29, 24.39, 46.86
2023_06_29_12_00_31, 24.38, 47.26
2023_06_29_12_00_33, 24.42, 47.46
2023_06_29_12_00_35, 24.44, 47.42
2023_06_29_12_00_38, 24.41, 47.23
2023_06_29_12_00_40, 24.41, 47.05
2023_06_29_12_00_42, 24.39, 46.95
2023_06_29_12_00_44, 24.36, 46.93
2023_06_29_12_00_46, 24.34, 46.87
2023_06_29_12_00_48, 24.31, 46.90
2023_06_29_12_00_50, 24.30, 46.96
2023_06_29_12_00_52, 24.23, 46.95
2023_06_29_12_00_54, 24.24, 47.03
2023_06_29_12_00_56, 24.23, 47.14
2023_06_29_12_00_58, 24.18, 47.15
2023_06_29_12_01_00, 24.18, 47.15
2023_06_29_12_01_02, 24.20, 47.16
2023_06_29_12_01_04, 24.20, 47.18
2023_06_29_12_01_06, 24.20, 47.21
2023_06_29_12_01_08, 24.20, 47.25
2023_06_29_12_01_10, 24.20, 47.35
2023_06_29_12_01_12, 24.17, 47.37
2023_06_29_12_01_14, 24.14, 47.32
2023_06_29_12_01_16, 24.15, 47.36
2023_06_29_12_01_18, 24.14, 47.36
2023_06_29_12_01_20, 24.14, 47.43
2023_06_29_12_01_22, 24.08, 47.43
2023_06_29_12_01_24, 24.07, 47.39
2023_06_29_12_01_26, 24.08, 47.43
2023_06_29_12_01_28, 24.08, 47.53
2023_06_29_12_01_30, 24.04, 47.56
2023_06_29_12_01_32, 24.04, 47.52
2023_06_29_12_01_34, 24.03, 47.61
2023_06_29_12_01_36, 24.03, 47.57
2023_06_29_12_01_38, 24.03, 47.55
2023_06_29_12_01_40, 24.03, 47.53
2023_06_29_12_01_42, 24.04, 47.56
2023_06_29_12_01_44, 24.03, 47.56
2023_06_29_12_01_46, 24.04, 47.52
2023_06_29_12_01_48, 24.04, 47.55
2023_06_29_12_01_50, 24.05, 47.57
2023_06_29_12_01_52, 24.01, 47.54
2023_06_29_12_01_54, 24.01, 47.53
2023_06_29_12_01_56, 24.03, 47.52
2023_06_29_12_01_58, 24.01, 47.53
2023_06_29_12_02_00, 24.05, 47.50
2023_06_29_12_02_02, 24.07, 47.45
2023_06_29_12_02_04, 24.10, 47.49
2023_06_29_12_02_06, 24.08, 47.49
2023_06_29_12_02_08, 24.17, 47.48
2023_06_29_12_02_10, 24.18, 47.43
2023_06_29_12_02_12, 24.17, 47.31
2023_06_29_12_02_14, 24.20, 47.30
2023_06_29_12_02_16, 24.24, 47.27
2023_06_29_12_02_18, 24.27, 47.26
2023_06_29_12_02_20, 24.30, 47.23
2023_06_29_12_02_22, 24.27, 47.15
2023_06_29_12_02_24, 24.28, 47.16
2023_06_29_12_02_26, 24.28, 47.10
2023_06_29_12_02_28, 24.25, 47.09
2023_06_29_12_02_30, 24.27, 47.06
2023_06_29_12_02_32, 24.24, 47.04
2023_06_29_12_02_34, 24.27, 47.11
2023_06_29_12_02_36, 24.24, 47.08
2023_06_29_12_02_38, 24.27, 47.07
2023_06_29_12_02_40, 24.25, 47.06
2023_06_29_12_02_42, 24.27, 47.07
2023_06_29_12_02_44, 24.30, 47.05
2023_06_29_12_02_46, 24.25, 47.07
2023_06_29_12_02_48, 24.25, 47.07
2023_06_29_12_02_50, 24.27, 47.06
2023_06_29_12_02_53, 24.25, 47.08
2023_06_29_12_02_55, 24.23, 47.06
2023_06_29_12_02_57, 24.23, 47.10
2023_06_29_12_02_59, 24.21, 47.15
2023_06_29_12_03_01, 24.23, 47.44
2023_06_29_12_03_03, 24.25, 47.71
2023_06_29_12_03_05, 24.23, 47.94
2023_06_29_12_03_07, 24.25, 48.00
2023_06_29_12_03_09, 24.28, 48.00
2023_06_29_12_03_11, 24.31, 48.03
2023_06_29_12_03_13, 24.31, 47.99
2023_06_29_12_03_15, 24.30, 47.81
2023_06_29_12_03_17, 24.28, 47.61
2023_06_29_12_03_19, 24.27, 47.49
2023_06_29_12_03_21, 24.24, 47.36
2023_06_29_12_03_23, 24.20, 47.26
2023_06_29_12_03_25, 24.18, 47.26
2023_06_29_12_03_27, 24.24, 47.23
2023_06_29_12_03_29, 24.21, 47.20
2023_06_29_12_03_31, 24.23, 47.18
2023_06_29_12_03_33, 24.27, 47.16
2023_06_29_12_03_35, 24.30, 47.13
2023_06_29_12_03_37, 24.35, 47.11
2023_06_29_12_03_39, 24.34, 47.07
2023_06_29_12_03_41, 24.34, 47.02
2023_06_29_12_03_43, 24.36, 47.00
2023_06_29_12_03_45, 24.39, 46.94
2023_06_29_12_03_47, 24.42, 46.90
2023_06_29_12_03_49, 24.41, 46.85
2023_06_29_12_03_51, 24.41, 46.86
2023_06_29_12_03_53, 24.35, 46.82
2023_06_29_12_03_55, 24.38, 47.10
2023_06_29_12_03_57, 24.41, 47.37
2023_06_29_12_03_59, 24.44, 47.23
2023_06_29_12_04_01, 24.45, 47.12
2023_06_29_12_04_03, 24.46, 46.98
2023_06_29_12_04_05, 24.45, 46.89
2023_06_29_12_04_07, 24.45, 46.83
2023_06_29_12_04_09, 24.44, 46.74
2023_06_29_12_04_11, 24.44, 46.70
2023_06_29_12_04_13, 24.42, 46.75
2023_06_29_12_04_15, 24.46, 46.74
2023_06_29_12_04_17, 24.46, 46.72
2023_06_29_12_04_19, 24.46, 46.73
2023_06_29_12_04_21, 24.48, 46.67
2023_06_29_12_04_23, 24.51, 46.66
2023_06_29_12_04_25, 24.46, 46.67
2023_06_29_12_04_27, 24.48, 46.66
2023_06_29_12_04_29, 24.44, 46.63
2023_06_29_12_04_31, 24.45, 46.65
2023_06_29_12_04_33, 24.44, 46.70
2023_06_29_12_04_35, 24.44, 46.63
2023_06_29_12_04_37, 24.41, 46.65
2023_06_29_12_04_39, 24.36, 46.67
2023_06_29_12_04_41, 24.35, 46.70
2023_06_29_12_04_43, 24.35, 46.75
2023_06_29_12_04_45, 24.35, 46.76
2023_06_29_12_04_47, 24.35, 46.86
2023_06_29_12_04_49, 24.32, 46.85
2023_06_29_12_04_51, 24.31, 46.91
2023_06_29_12_04_53, 24.30, 46.88
2023_06_29_12_04_55, 24.28, 46.88
2023_06_29_12_04_57, 24.30, 46.84
2023_06_29_12_04_59, 24.31, 46.86
2023_06_29_12_05_02, 24.31, 46.90
2023_06_29_12_05_04, 24.31, 46.87
2023_06_29_12_05_06, 24.30, 46.87
2023_06_29_12_05_08, 24.32, 46.87
2023_06_29_12_05_10, 24.35, 46.92
2023_06_29_12_05_12, 24.36, 46.89
2023_06_29_12_05_14, 24.35, 46.86
2023_06_29_12_05_16, 24.35, 46.80
2023_06_29_12_05_18, 24.35, 46.84
2023_06_29_12_05_20, 24.34, 46.83
2023_06_29_12_05_22, 24.35, 46.80
2023_06_29_12_05_24, 24.34, 46.87
2023_06_29_12_05_26, 24.32, 46.93
2023_06_29_12_05_28, 24.31, 46.90
2023_06_29_12_05_30, 24.30, 46.92
2023_06_29_12_05_32, 24.30, 46.88
2023_06_29_12_05_34, 24.28, 46.92
2023_06_29_12_05_36, 24.28, 46.95
2023_06_29_12_05_38, 24.31, 46.96
2023_06_29_12_05_40, 24.32, 46.95
2023_06_29_12_05_42, 24.34, 46.96
2023_06_29_12_05_44, 24.32, 46.95
2023_06_29_12_05_46, 24.34, 46.96
2023_06_29_12_05_48, 24.36, 46.91
2023_06_29_12_05_50, 24.39, 46.84
2023_06_29_12_05_52, 24.42, 46.88
2023_06_29_12_05_54, 24.42, 46.79
2023_06_29_12_05_56, 24.39, 46.76
2023_06_29_12_05_58, 24.39, 46.75
2023_06_29_12_06_00, 24.35, 46.76
2023_06_29_12_06_02, 24.34, 46.76
2023_06_29_12_06_04, 24.38, 46.79
2023_06_29_12_06_06, 24.39, 46.78
2023_06_29_12_06_08, 24.39, 46.78
2023_06_29_12_06_10, 24.39, 46.80
2023_06_29_12_06_12, 24.39, 46.72
2023_06_29_12_06_14, 24.39, 46.77
2023_06_29_12_06_16, 24.41, 46.76
2023_06_29_12_06_18, 24.38, 46.78
2023_06_29_12_06_20, 24.38, 46.78
