Timestamp, Temperature[�C], Humidity[%]
2023_07_18_10_56_37, 25.77, 64.81
2023_07_18_10_56_39, 25.77, 64.90
2023_07_18_10_56_41, 25.77, 64.89
2023_07_18_10_56_43, 25.75, 64.91
2023_07_18_10_56_45, 25.73, 64.95
2023_07_18_10_56_47, 25.75, 64.93
2023_07_18_10_56_49, 25.77, 64.96
2023_07_18_10_56_51, 25.75, 64.95
2023_07_18_10_56_53, 25.77, 64.99
2023_07_18_10_56_55, 25.78, 65.05
2023_07_18_10_56_57, 25.78, 65.01
2023_07_18_10_56_59, 25.81, 65.00
2023_07_18_10_57_01, 25.81, 64.97
2023_07_18_10_57_03, 25.84, 64.97
2023_07_18_10_57_05, 25.87, 64.92
2023_07_18_10_57_07, 25.87, 64.93
2023_07_18_10_57_09, 25.87, 64.88
2023_07_18_10_57_11, 25.88, 64.92
2023_07_18_10_57_13, 25.85, 64.85
2023_07_18_10_57_15, 25.87, 64.83
2023_07_18_10_57_17, 25.85, 64.85
2023_07_18_10_57_19, 25.87, 64.84
2023_07_18_10_57_21, 25.88, 64.88
2023_07_18_10_57_23, 25.88, 64.81
2023_07_18_10_57_25, 25.91, 64.85
2023_07_18_10_57_27, 25.94, 64.82
2023_07_18_10_57_29, 25.98, 64.74
2023_07_18_10_57_31, 25.99, 64.68
2023_07_18_10_57_33, 25.98, 64.63
2023_07_18_10_57_35, 26.02, 64.50
2023_07_18_10_57_37, 26.04, 64.42
2023_07_18_10_57_39, 26.02, 64.34
2023_07_18_10_57_41, 26.06, 64.31
2023_07_18_10_57_43, 26.06, 64.30
2023_07_18_10_57_45, 26.05, 64.22
2023_07_18_10_57_47, 26.09, 64.23
2023_07_18_10_57_49, 26.11, 64.13
2023_07_18_10_57_51, 26.15, 64.83
2023_07_18_10_57_53, 26.18, 64.84
2023_07_18_10_57_55, 26.21, 64.86
2023_07_18_10_57_58, 26.21, 64.46
2023_07_18_10_58_00, 26.19, 64.12
2023_07_18_10_58_02, 26.15, 63.92
2023_07_18_10_58_04, 26.12, 63.78
2023_07_18_10_58_06, 26.12, 63.81
2023_07_18_10_58_08, 26.09, 63.94
2023_07_18_10_58_10, 26.06, 64.03
2023_07_18_10_58_12, 26.09, 64.11
2023_07_18_10_58_14, 26.09, 64.11
2023_07_18_10_58_16, 26.08, 64.08
2023_07_18_10_58_18, 26.05, 64.10
2023_07_18_10_58_20, 26.05, 64.17
2023_07_18_10_58_22, 26.06, 64.23
2023_07_18_10_58_24, 26.06, 64.28
2023_07_18_10_58_26, 26.08, 64.33
2023_07_18_10_58_28, 26.04, 64.32
2023_07_18_10_58_30, 26.04, 64.37
2023_07_18_10_58_32, 26.05, 64.45
2023_07_18_10_58_34, 26.08, 64.38
2023_07_18_10_58_36, 26.08, 64.37
2023_07_18_10_58_38, 26.14, 64.34
2023_07_18_10_58_40, 26.15, 64.32
2023_07_18_10_58_42, 26.16, 64.20
2023_07_18_10_58_44, 26.16, 64.18
2023_07_18_10_58_46, 26.18, 64.44
2023_07_18_10_58_48, 26.21, 64.65
2023_07_18_10_58_50, 26.19, 64.43
2023_07_18_10_58_52, 26.21, 64.20
2023_07_18_10_58_54, 26.25, 64.12
2023_07_18_10_58_56, 26.24, 64.00
2023_07_18_10_58_58, 26.24, 63.93
2023_07_18_10_59_00, 26.28, 63.92
2023_07_18_10_59_02, 26.28, 63.79
2023_07_18_10_59_04, 26.32, 63.76
2023_07_18_10_59_06, 26.31, 63.76
2023_07_18_10_59_08, 26.31, 63.68
2023_07_18_10_59_10, 26.29, 63.64
2023_07_18_10_59_13, 26.26, 63.70
2023_07_18_10_59_15, 26.26, 63.78
2023_07_18_10_59_17, 26.28, 63.84
2023_07_18_10_59_19, 26.28, 63.79
2023_07_18_10_59_21, 26.26, 63.72
2023_07_18_10_59_23, 26.24, 63.66
2023_07_18_10_59_25, 26.22, 63.74
2023_07_18_10_59_27, 26.19, 63.85
2023_07_18_10_59_29, 26.21, 63.88
2023_07_18_10_59_31, 26.21, 63.89
2023_07_18_10_59_33, 26.21, 63.91
2023_07_18_10_59_35, 26.22, 63.91
2023_07_18_10_59_37, 26.26, 63.85
2023_07_18_10_59_39, 26.26, 63.82
2023_07_18_10_59_41, 26.31, 63.75
2023_07_18_10_59_43, 26.35, 63.72
2023_07_18_10_59_45, 26.40, 63.62
2023_07_18_10_59_47, 26.40, 63.46
2023_07_18_10_59_49, 26.39, 63.42
2023_07_18_10_59_51, 26.40, 63.41
2023_07_18_10_59_53, 26.42, 63.43
2023_07_18_10_59_55, 26.43, 63.38
2023_07_18_10_59_57, 26.38, 63.42
2023_07_18_10_59_59, 26.38, 63.43
2023_07_18_11_00_01, 26.35, 63.54
2023_07_18_11_00_03, 26.31, 63.53
2023_07_18_11_00_05, 26.34, 63.59
2023_07_18_11_00_07, 26.35, 63.60
2023_07_18_11_00_09, 26.34, 63.59
2023_07_18_11_00_11, 26.34, 63.61
2023_07_18_11_00_13, 26.35, 63.59
2023_07_18_11_00_15, 26.32, 63.62
2023_07_18_11_00_17, 26.32, 63.69
2023_07_18_11_00_19, 26.28, 63.72
2023_07_18_11_00_21, 26.28, 63.79
2023_07_18_11_00_24, 26.29, 63.85
2023_07_18_11_00_26, 26.26, 63.88
2023_07_18_11_00_28, 26.28, 63.90
2023_07_18_11_00_30, 26.25, 63.92
2023_07_18_11_00_32, 26.22, 63.97
2023_07_18_11_00_34, 26.22, 63.92
2023_07_18_11_00_36, 26.25, 63.81
2023_07_18_11_00_38, 26.28, 63.78
2023_07_18_11_00_40, 26.29, 63.84
2023_07_18_11_00_42, 26.32, 63.80
2023_07_18_11_00_44, 26.35, 63.74
2023_07_18_11_00_46, 26.39, 63.63
2023_07_18_11_00_48, 26.39, 63.59
2023_07_18_11_00_50, 26.38, 63.55
2023_07_18_11_00_52, 26.40, 63.56
2023_07_18_11_00_54, 26.42, 63.58
2023_07_18_11_00_56, 26.38, 63.55
2023_07_18_11_00_58, 26.34, 63.56
2023_07_18_11_01_00, 26.29, 63.63
2023_07_18_11_01_02, 26.26, 63.84
2023_07_18_11_01_04, 26.26, 64.18
2023_07_18_11_01_06, 26.21, 64.13
2023_07_18_11_01_08, 26.28, 64.66
2023_07_18_11_01_10, 26.28, 65.43
2023_07_18_11_01_12, 26.26, 65.04
2023_07_18_11_01_14, 26.24, 64.65
2023_07_18_11_01_16, 26.25, 64.42
2023_07_18_11_01_18, 26.34, 64.29
2023_07_18_11_01_20, 26.35, 64.18
2023_07_18_11_01_22, 26.43, 64.02
2023_07_18_11_01_24, 26.42, 63.87
2023_07_18_11_01_26, 26.42, 63.77
2023_07_18_11_01_28, 26.38, 63.71
2023_07_18_11_01_30, 26.35, 63.56
2023_07_18_11_01_32, 26.36, 63.62
2023_07_18_11_01_34, 26.32, 63.73
2023_07_18_11_01_36, 26.31, 63.74
2023_07_18_11_01_38, 26.25, 63.66
2023_07_18_11_01_40, 26.24, 63.77
2023_07_18_11_01_42, 26.22, 63.85
2023_07_18_11_01_44, 26.18, 63.98
2023_07_18_11_01_47, 26.15, 64.01
2023_07_18_11_01_49, 26.14, 64.07
2023_07_18_11_01_51, 26.15, 64.10
2023_07_18_11_01_53, 26.19, 64.08
2023_07_18_11_01_55, 26.22, 64.08
2023_07_18_11_01_57, 26.28, 64.10
2023_07_18_11_01_59, 26.29, 64.02
2023_07_18_11_02_01, 26.35, 64.05
2023_07_18_11_02_03, 26.39, 64.01
2023_07_18_11_02_05, 26.40, 63.89
2023_07_18_11_02_07, 26.40, 63.71
2023_07_18_11_02_09, 26.40, 63.62
2023_07_18_11_02_11, 26.36, 63.61
2023_07_18_11_02_13, 26.34, 63.65
2023_07_18_11_02_15, 26.32, 63.70
2023_07_18_11_02_17, 26.31, 63.72
2023_07_18_11_02_19, 26.31, 63.74
2023_07_18_11_02_21, 26.29, 63.86
2023_07_18_11_02_23, 26.26, 63.84
2023_07_18_11_02_25, 26.24, 63.94
2023_07_18_11_02_27, 26.21, 64.01
2023_07_18_11_02_29, 26.18, 64.12
2023_07_18_11_02_31, 26.16, 64.20
2023_07_18_11_02_33, 26.16, 64.27
2023_07_18_11_02_35, 26.15, 64.31
2023_07_18_11_02_37, 26.15, 64.30
2023_07_18_11_02_39, 26.14, 64.38
2023_07_18_11_02_41, 26.11, 64.40
2023_07_18_11_02_43, 26.11, 64.43
2023_07_18_11_02_45, 26.16, 64.43
2023_07_18_11_02_47, 26.15, 64.44
2023_07_18_11_02_49, 26.16, 64.39
2023_07_18_11_02_51, 26.19, 64.37
2023_07_18_11_02_53, 26.18, 64.24
2023_07_18_11_02_55, 26.16, 64.14
2023_07_18_11_02_57, 26.18, 64.06
2023_07_18_11_02_59, 26.15, 64.11
2023_07_18_11_03_01, 26.15, 64.12
2023_07_18_11_03_03, 26.14, 64.19
2023_07_18_11_03_05, 26.21, 64.19
2023_07_18_11_03_07, 26.24, 64.14
2023_07_18_11_03_09, 26.24, 64.06
2023_07_18_11_03_12, 26.22, 64.03
2023_07_18_11_03_14, 26.18, 64.08
2023_07_18_11_03_16, 26.22, 64.09
2023_07_18_11_03_18, 26.22, 64.20
2023_07_18_11_03_20, 26.21, 64.19
2023_07_18_11_03_22, 26.21, 64.21
2023_07_18_11_03_24, 26.24, 64.24
2023_07_18_11_03_26, 26.22, 64.21
2023_07_18_11_03_28, 26.19, 64.22
2023_07_18_11_03_30, 26.22, 64.20
2023_07_18_11_03_32, 26.26, 64.18
2023_07_18_11_03_34, 26.25, 64.15
2023_07_18_11_03_36, 26.25, 64.10
2023_07_18_11_03_38, 26.21, 64.16
2023_07_18_11_03_40, 26.19, 64.20
2023_07_18_11_03_42, 26.21, 64.26
2023_07_18_11_03_44, 26.21, 64.29
2023_07_18_11_03_46, 26.16, 64.30
2023_07_18_11_03_48, 26.16, 64.39
2023_07_18_11_03_50, 26.18, 64.41
2023_07_18_11_03_52, 26.12, 64.42
2023_07_18_11_03_54, 26.12, 64.48
2023_07_18_11_03_56, 26.12, 64.52
2023_07_18_11_03_58, 26.14, 64.56
2023_07_18_11_04_00, 26.18, 64.51
2023_07_18_11_04_02, 26.21, 64.43
2023_07_18_11_04_04, 26.18, 64.34
2023_07_18_11_04_06, 26.19, 64.36
2023_07_18_11_04_08, 26.21, 64.33
2023_07_18_11_04_10, 26.19, 64.35
2023_07_18_11_04_12, 26.24, 64.37
2023_07_18_11_04_14, 26.31, 64.31
2023_07_18_11_04_16, 26.34, 64.41
2023_07_18_11_04_18, 26.31, 64.46
2023_07_18_11_04_20, 26.32, 64.40
2023_07_18_11_04_22, 26.32, 64.36
2023_07_18_11_04_24, 26.36, 64.30
2023_07_18_11_04_26, 26.35, 64.18
2023_07_18_11_04_28, 26.39, 64.10
2023_07_18_11_04_31, 26.43, 63.97
2023_07_18_11_04_33, 26.45, 63.84
2023_07_18_11_04_35, 26.46, 63.71
2023_07_18_11_04_37, 26.47, 63.64
2023_07_18_11_04_39, 26.45, 63.56
2023_07_18_11_04_41, 26.47, 63.56
2023_07_18_11_04_43, 26.47, 63.59
2023_07_18_11_04_45, 26.52, 63.54
2023_07_18_11_04_47, 26.56, 63.55
2023_07_18_11_04_49, 26.55, 63.46
2023_07_18_11_04_51, 26.55, 63.38
2023_07_18_11_04_53, 26.49, 63.44
2023_07_18_11_04_55, 26.46, 63.49
2023_07_18_11_04_57, 26.46, 63.57
2023_07_18_11_04_59, 26.42, 63.60
2023_07_18_11_05_01, 26.40, 63.62
2023_07_18_11_05_03, 26.36, 63.68
2023_07_18_11_05_05, 26.35, 63.74
2023_07_18_11_05_07, 26.38, 64.01
2023_07_18_11_05_09, 26.38, 64.15
2023_07_18_11_05_11, 26.38, 64.19
2023_07_18_11_05_13, 26.36, 64.03
2023_07_18_11_05_15, 26.38, 63.96
2023_07_18_11_05_17, 26.34, 63.94
2023_07_18_11_05_19, 26.32, 63.90
2023_07_18_11_05_21, 26.26, 63.89
2023_07_18_11_05_23, 26.16, 63.98
2023_07_18_11_05_25, 26.11, 64.11
2023_07_18_11_05_27, 26.06, 64.33
2023_07_18_11_05_29, 26.05, 64.51
2023_07_18_11_05_31, 26.08, 64.57
2023_07_18_11_05_33, 26.09, 64.60
2023_07_18_11_05_35, 26.11, 64.59
2023_07_18_11_05_37, 26.08, 64.59
2023_07_18_11_05_39, 26.12, 64.57
2023_07_18_11_05_41, 26.15, 64.59
2023_07_18_11_05_43, 26.21, 64.52
2023_07_18_11_05_46, 26.24, 64.41
2023_07_18_11_05_48, 26.22, 64.19
2023_07_18_11_05_50, 26.19, 64.00
2023_07_18_11_05_52, 26.16, 64.04
2023_07_18_11_05_54, 26.14, 64.03
2023_07_18_11_05_56, 26.11, 63.96
2023_07_18_11_05_58, 26.12, 63.98
2023_07_18_11_06_00, 26.11, 63.95
2023_07_18_11_06_02, 26.16, 64.00
2023_07_18_11_06_04, 26.22, 63.98
2023_07_18_11_06_06, 26.29, 63.92
2023_07_18_11_06_08, 26.31, 63.77
2023_07_18_11_06_10, 26.36, 63.64
2023_07_18_11_06_12, 26.35, 63.59
2023_07_18_11_06_14, 26.34, 63.68
2023_07_18_11_06_16, 26.29, 63.77
2023_07_18_11_06_18, 26.31, 63.83
2023_07_18_11_06_20, 26.29, 63.89
2023_07_18_11_06_22, 26.28, 64.00
2023_07_18_11_06_24, 26.26, 64.02
2023_07_18_11_06_26, 26.25, 64.02
2023_07_18_11_06_28, 26.25, 64.10
2023_07_18_11_06_30, 26.24, 64.09
2023_07_18_11_06_32, 26.24, 64.11
2023_07_18_11_06_34, 26.25, 64.07
2023_07_18_11_06_36, 26.24, 64.07
2023_07_18_11_06_38, 26.25, 64.10
2023_07_18_11_06_40, 26.26, 64.12
2023_07_18_11_06_42, 26.25, 64.13
2023_07_18_11_06_44, 26.25, 64.14
2023_07_18_11_06_46, 26.26, 64.12
2023_07_18_11_06_48, 26.31, 64.09
2023_07_18_11_06_50, 26.35, 63.99
2023_07_18_11_06_52, 26.32, 64.03
2023_07_18_11_06_54, 26.26, 64.08
2023_07_18_11_06_56, 26.31, 64.10
2023_07_18_11_06_58, 26.28, 64.12
2023_07_18_11_07_00, 26.26, 64.16
2023_07_18_11_07_03, 26.28, 64.13
2023_07_18_11_07_05, 26.25, 64.13
2023_07_18_11_07_07, 26.28, 64.16
2023_07_18_11_07_09, 26.26, 64.13
2023_07_18_11_07_11, 26.26, 64.19
2023_07_18_11_07_13, 26.24, 64.18
2023_07_18_11_07_15, 26.26, 64.15
2023_07_18_11_07_17, 26.24, 64.24
2023_07_18_11_07_19, 26.25, 64.46
2023_07_18_11_07_21, 26.26, 64.64
2023_07_18_11_07_23, 26.22, 64.74
2023_07_18_11_07_25, 26.24, 64.57
2023_07_18_11_07_27, 26.22, 64.52
2023_07_18_11_07_29, 26.18, 64.47
2023_07_18_11_07_31, 26.15, 64.46
2023_07_18_11_07_33, 26.15, 64.51
2023_07_18_11_07_35, 26.12, 64.59
2023_07_18_11_07_37, 26.14, 64.55
2023_07_18_11_07_39, 26.22, 64.58
2023_07_18_11_07_41, 26.21, 64.45
2023_07_18_11_07_43, 26.21, 64.28
2023_07_18_11_07_45, 26.24, 64.23
2023_07_18_11_07_47, 26.25, 64.16
2023_07_18_11_07_49, 26.29, 64.07
2023_07_18_11_07_51, 26.38, 64.01
2023_07_18_11_07_53, 26.34, 64.00
2023_07_18_11_07_55, 26.35, 64.04
2023_07_18_11_07_57, 26.35, 64.04
2023_07_18_11_07_59, 26.40, 64.06
2023_07_18_11_08_01, 26.43, 64.01
2023_07_18_11_08_03, 26.47, 63.94
2023_07_18_11_08_05, 26.47, 63.88
2023_07_18_11_08_07, 26.47, 63.84
2023_07_18_11_08_09, 26.46, 63.83
2023_07_18_11_08_12, 26.46, 63.83
2023_07_18_11_08_14, 26.43, 63.82
2023_07_18_11_08_16, 26.39, 63.89
2023_07_18_11_08_18, 26.38, 63.94
2023_07_18_11_08_20, 26.35, 63.98
2023_07_18_11_08_22, 26.35, 64.06
2023_07_18_11_08_24, 26.35, 64.13
2023_07_18_11_08_26, 26.36, 64.14
2023_07_18_11_08_28, 26.38, 64.10
2023_07_18_11_08_30, 26.36, 64.07
2023_07_18_11_08_32, 26.34, 64.01
2023_07_18_11_08_34, 26.31, 63.98
2023_07_18_11_08_36, 26.31, 63.98
2023_07_18_11_08_38, 26.28, 64.05
2023_07_18_11_08_40, 26.25, 64.10
2023_07_18_11_08_42, 26.16, 64.14
2023_07_18_11_08_44, 26.12, 64.16
2023_07_18_11_08_46, 26.12, 64.21
2023_07_18_11_08_48, 26.11, 64.30
2023_07_18_11_08_50, 26.09, 64.42
2023_07_18_11_08_52, 26.14, 64.53
2023_07_18_11_08_54, 26.16, 64.52
2023_07_18_11_08_56, 26.15, 64.55
2023_07_18_11_08_58, 26.21, 64.57
2023_07_18_11_09_00, 26.25, 64.51
2023_07_18_11_09_02, 26.29, 64.43
2023_07_18_11_09_04, 26.28, 64.32
2023_07_18_11_09_06, 26.32, 64.31
2023_07_18_11_09_08, 26.35, 64.24
2023_07_18_11_09_10, 26.35, 64.19
2023_07_18_11_09_12, 26.35, 64.16
2023_07_18_11_09_14, 26.39, 64.13
2023_07_18_11_09_16, 26.42, 64.08
2023_07_18_11_09_18, 26.42, 64.02
2023_07_18_11_09_20, 26.45, 63.99
2023_07_18_11_09_23, 26.46, 63.88
2023_07_18_11_09_25, 26.40, 63.81
2023_07_18_11_09_27, 26.39, 63.82
2023_07_18_11_09_29, 26.38, 63.93
2023_07_18_11_09_31, 26.36, 63.93
2023_07_18_11_09_33, 26.35, 63.98
2023_07_18_11_09_35, 26.35, 64.08
2023_07_18_11_09_37, 26.29, 64.14
2023_07_18_11_09_39, 26.31, 64.22
2023_07_18_11_09_41, 26.28, 64.26
2023_07_18_11_09_43, 26.29, 64.29
2023_07_18_11_09_45, 26.29, 64.34
2023_07_18_11_09_47, 26.32, 64.33
2023_07_18_11_09_49, 26.35, 64.31
2023_07_18_11_09_51, 26.36, 64.32
2023_07_18_11_09_53, 26.36, 64.25
2023_07_18_11_09_55, 26.40, 64.24
2023_07_18_11_09_57, 26.39, 64.19
2023_07_18_11_09_59, 26.40, 64.15
2023_07_18_11_10_01, 26.45, 64.13
2023_07_18_11_10_03, 26.47, 64.04
2023_07_18_11_10_05, 26.43, 64.02
2023_07_18_11_10_07, 26.34, 64.00
2023_07_18_11_10_09, 26.28, 64.10
2023_07_18_11_10_11, 26.21, 64.25
2023_07_18_11_10_13, 26.18, 64.43
2023_07_18_11_10_15, 26.12, 64.55
2023_07_18_11_10_17, 26.11, 64.63
2023_07_18_11_10_19, 26.08, 64.71
2023_07_18_11_10_21, 26.08, 64.81
2023_07_18_11_10_23, 26.05, 64.88
2023_07_18_11_10_25, 26.06, 64.91
2023_07_18_11_10_27, 26.08, 64.93
2023_07_18_11_10_29, 26.04, 64.90
2023_07_18_11_10_31, 26.05, 64.81
2023_07_18_11_10_33, 26.02, 64.68
2023_07_18_11_10_35, 26.01, 64.55
2023_07_18_11_10_38, 26.04, 64.49
2023_07_18_11_10_40, 26.01, 64.49
2023_07_18_11_10_42, 26.02, 64.57
2023_07_18_11_10_44, 26.04, 64.73
2023_07_18_11_10_46, 26.05, 64.87
2023_07_18_11_10_48, 26.01, 64.88
2023_07_18_11_10_50, 25.95, 64.99
2023_07_18_11_10_52, 25.98, 65.14
2023_07_18_11_10_54, 25.95, 65.21
2023_07_18_11_10_56, 25.92, 65.29
2023_07_18_11_10_58, 25.92, 65.38
2023_07_18_11_11_00, 25.92, 65.38
2023_07_18_11_11_02, 25.96, 65.44
2023_07_18_11_11_04, 25.96, 65.38
2023_07_18_11_11_06, 26.02, 65.36
2023_07_18_11_11_08, 26.06, 65.25
2023_07_18_11_11_10, 26.12, 65.15
2023_07_18_11_11_12, 26.15, 65.00
2023_07_18_11_11_14, 26.18, 64.89
2023_07_18_11_11_16, 26.19, 64.79
2023_07_18_11_11_18, 26.19, 64.71
2023_07_18_11_11_20, 26.16, 64.72
2023_07_18_11_11_22, 26.15, 64.73
2023_07_18_11_11_24, 26.15, 64.74
2023_07_18_11_11_26, 26.11, 64.81
2023_07_18_11_11_28, 26.09, 64.89
2023_07_18_11_11_30, 26.09, 64.96
2023_07_18_11_11_32, 26.08, 64.94
2023_07_18_11_11_34, 26.12, 64.93
2023_07_18_11_11_36, 26.12, 64.86
2023_07_18_11_11_38, 26.16, 64.87
2023_07_18_11_11_40, 26.14, 64.84
2023_07_18_11_11_42, 26.16, 64.81
2023_07_18_11_11_44, 26.15, 64.80
2023_07_18_11_11_46, 26.15, 64.75
2023_07_18_11_11_48, 26.22, 64.73
2023_07_18_11_11_50, 26.25, 64.62
2023_07_18_11_11_52, 26.31, 64.52
2023_07_18_11_11_54, 26.29, 64.40
2023_07_18_11_11_56, 26.31, 64.33
2023_07_18_11_11_59, 26.34, 64.32
2023_07_18_11_12_01, 26.36, 64.23
2023_07_18_11_12_03, 26.40, 64.21
2023_07_18_11_12_05, 26.43, 64.11
2023_07_18_11_12_07, 26.43, 63.99
2023_07_18_11_12_09, 26.46, 63.94
2023_07_18_11_12_11, 26.45, 63.89
2023_07_18_11_12_13, 26.49, 63.91
2023_07_18_11_12_15, 26.50, 64.29
2023_07_18_11_12_17, 26.49, 64.50
2023_07_18_11_12_19, 26.46, 64.51
2023_07_18_11_12_21, 26.45, 64.29
2023_07_18_11_12_23, 26.42, 64.19
2023_07_18_11_12_25, 26.39, 64.17
2023_07_18_11_12_27, 26.34, 64.18
2023_07_18_11_12_29, 26.32, 64.20
2023_07_18_11_12_31, 26.25, 64.31
2023_07_18_11_12_33, 26.22, 64.38
2023_07_18_11_12_35, 26.19, 64.51
2023_07_18_11_12_37, 26.18, 64.59
2023_07_18_11_12_39, 26.16, 64.64
2023_07_18_11_12_41, 26.18, 64.70
2023_07_18_11_12_43, 26.18, 64.67
2023_07_18_11_12_45, 26.16, 64.70
2023_07_18_11_12_47, 26.18, 64.78
2023_07_18_11_12_49, 26.16, 64.77
2023_07_18_11_12_51, 26.16, 64.78
2023_07_18_11_12_53, 26.18, 64.78
2023_07_18_11_12_55, 26.16, 64.77
2023_07_18_11_12_57, 26.19, 64.77
2023_07_18_11_12_59, 26.22, 64.80
2023_07_18_11_13_01, 26.25, 64.81
2023_07_18_11_13_03, 26.26, 64.75
2023_07_18_11_13_05, 26.25, 64.73
2023_07_18_11_13_07, 26.26, 64.69
2023_07_18_11_13_09, 26.25, 64.68
2023_07_18_11_13_11, 26.25, 64.67
2023_07_18_11_13_13, 26.21, 64.69
2023_07_18_11_13_16, 26.22, 64.71
2023_07_18_11_13_18, 26.19, 64.74
2023_07_18_11_13_20, 26.24, 64.76
2023_07_18_11_13_22, 26.21, 64.75
2023_07_18_11_13_24, 26.21, 64.74
2023_07_18_11_13_26, 26.16, 64.80
2023_07_18_11_13_28, 26.15, 64.85
2023_07_18_11_13_30, 26.15, 64.99
2023_07_18_11_13_32, 26.16, 65.19
2023_07_18_11_13_34, 26.15, 65.14
2023_07_18_11_13_36, 26.11, 65.10
2023_07_18_11_13_38, 26.12, 65.06
2023_07_18_11_13_40, 26.09, 65.02
2023_07_18_11_13_42, 26.06, 65.08
2023_07_18_11_13_44, 26.06, 65.14
2023_07_18_11_13_46, 26.08, 65.21
2023_07_18_11_13_48, 26.14, 65.21
2023_07_18_11_13_50, 26.18, 65.12
2023_07_18_11_13_52, 26.24, 65.04
2023_07_18_11_13_54, 26.25, 64.97
2023_07_18_11_13_56, 26.21, 64.82
2023_07_18_11_13_58, 26.22, 64.57
2023_07_18_11_14_00, 26.22, 64.58
2023_07_18_11_14_02, 26.24, 64.59
2023_07_18_11_14_04, 26.19, 64.59
2023_07_18_11_14_06, 26.18, 64.62
2023_07_18_11_14_08, 26.16, 64.58
2023_07_18_11_14_10, 26.14, 64.50
2023_07_18_11_14_12, 26.12, 64.52
2023_07_18_11_14_14, 26.09, 64.51
2023_07_18_11_14_16, 26.08, 64.53
2023_07_18_11_14_18, 26.04, 64.62
2023_07_18_11_14_20, 26.09, 64.78
2023_07_18_11_14_22, 26.06, 64.90
2023_07_18_11_14_24, 26.05, 65.00
2023_07_18_11_14_26, 26.06, 65.09
2023_07_18_11_14_28, 26.11, 65.11
2023_07_18_11_14_30, 26.14, 65.08
2023_07_18_11_14_32, 26.11, 64.94
2023_07_18_11_14_34, 26.14, 64.83
2023_07_18_11_14_36, 26.15, 64.78
2023_07_18_11_14_39, 26.19, 64.75
2023_07_18_11_14_41, 26.21, 64.68
2023_07_18_11_14_43, 26.18, 64.67
2023_07_18_11_14_45, 26.19, 64.66
2023_07_18_11_14_47, 26.16, 64.67
2023_07_18_11_14_49, 26.15, 64.72
2023_07_18_11_14_51, 26.16, 64.73
2023_07_18_11_14_53, 26.19, 64.76
2023_07_18_11_14_55, 26.21, 64.72
2023_07_18_11_14_57, 26.21, 64.72
2023_07_18_11_14_59, 26.18, 64.74
2023_07_18_11_15_01, 26.16, 64.73
2023_07_18_11_15_03, 26.18, 64.81
2023_07_18_11_15_05, 26.15, 64.84
2023_07_18_11_15_07, 26.14, 64.87
2023_07_18_11_15_09, 26.16, 64.90
2023_07_18_11_15_11, 26.19, 64.90
2023_07_18_11_15_13, 26.15, 64.86
2023_07_18_11_15_15, 26.14, 64.88
2023_07_18_11_15_17, 26.11, 64.94
2023_07_18_11_15_19, 26.12, 64.96
2023_07_18_11_15_21, 26.15, 64.93
2023_07_18_11_15_23, 26.22, 64.95
2023_07_18_11_15_25, 26.24, 64.88
2023_07_18_11_15_27, 26.22, 64.83
2023_07_18_11_15_29, 26.25, 64.81
2023_07_18_11_15_31, 26.29, 64.75
2023_07_18_11_15_33, 26.31, 64.67
2023_07_18_11_15_35, 26.31, 64.59
2023_07_18_11_15_37, 26.35, 64.58
2023_07_18_11_15_39, 26.36, 64.52
2023_07_18_11_15_41, 26.38, 64.51
2023_07_18_11_15_43, 26.36, 64.49
2023_07_18_11_15_45, 26.34, 64.49
2023_07_18_11_15_48, 26.36, 64.47
2023_07_18_11_15_50, 26.35, 64.45
2023_07_18_11_15_52, 26.35, 64.47
