TIMESTAMP,MI_BATTERY,DEVICEID,DEVICEADDRS,FWV,MI_CONDUCTIVITY,MI_LIGHT,MI_MOISTURE,MI_TEMPERATURE
2023-07-04 11:38:04,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   120,  1, 24.0
2023-07-04 11:38:04,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   120,  1, 24.0
2023-07-04 11:38:05,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:06,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:06,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:07,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:07,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,     0,  1, 24.0
2023-07-04 11:38:08,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,     0,  1, 24.0
2023-07-04 11:38:08,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:09,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:09,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,     0,  1, 24.1
2023-07-04 11:38:10,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,     0,  1, 24.0
2023-07-04 11:38:10,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,     0,  1, 24.0
2023-07-04 11:38:11,068,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    19,  1, 24.0
2023-07-04 11:38:15,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   266,  0, 23.5
2023-07-04 11:38:16,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   266,  0, 23.5
2023-07-04 11:38:16,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.6
2023-07-04 11:38:17,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.6
2023-07-04 11:38:17,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.4
2023-07-04 11:38:18,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.4
2023-07-04 11:38:18,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.5
2023-07-04 11:38:19,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.5
2023-07-04 11:38:19,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.4
2023-07-04 11:38:20,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.4
2023-07-04 11:38:20,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.4
2023-07-04 11:38:21,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.5
2023-07-04 11:38:22,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.5
2023-07-04 11:38:22,072,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   122,  0, 23.5
