TIMESTAMP,MI_BATTERY,DEVICEID,DEVICEADDRS,FWV,MI_CONDUCTIVITY,MI_LIGHT,MI_MOISTURE,MI_TEMPERATURE
2023-07-04 10:30:00,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   107,  2, 25.6
2023-07-04 10:30:00,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   107,  2, 25.6
2023-07-04 10:30:01,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:01,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:02,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:02,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:03,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:04,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:04,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:05,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:05,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    29,  2, 25.5
2023-07-04 10:30:06,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:06,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    11,  2, 25.5
2023-07-04 10:30:16,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   212,  0, 25.3
2023-07-04 10:30:16,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   212,  0, 25.3
2023-07-04 10:30:17,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   109,  0, 25.2
2023-07-04 10:30:17,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   109,  0, 25.2
2023-07-04 10:30:18,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.2
2023-07-04 10:30:18,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.2
2023-07-04 10:30:19,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   153,  0, 25.2
2023-07-04 10:30:19,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   153,  0, 25.2
2023-07-04 10:30:20,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   153,  0, 25.2
2023-07-04 10:30:21,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.2
2023-07-04 10:30:21,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.2
2023-07-04 10:30:22,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.2
2023-07-04 10:30:22,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.2
2023-07-04 10:30:27,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   128,  2, 25.4
2023-07-04 10:30:27,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,   128,  2, 25.4
2023-07-04 10:30:28,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.4
2023-07-04 10:30:28,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.4
2023-07-04 10:30:29,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.4
2023-07-04 10:30:29,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.4
2023-07-04 10:30:30,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.4
2023-07-04 10:30:31,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.4
2023-07-04 10:30:31,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    32,  2, 25.5
2023-07-04 10:30:32,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    48,  2, 25.5
2023-07-04 10:30:32,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    48,  2, 25.5
2023-07-04 10:30:33,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    48,  2, 25.4
2023-07-04 10:30:33,100,   GreenMiFlora,   C4:7C:8D:6B:88:2E, 3.3.5,     0,    48,  2, 25.4
2023-07-04 10:30:38,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   281,  0, 25.2
2023-07-04 10:30:39,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   281,  0, 25.2
2023-07-04 10:30:39,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   107,  0, 25.1
2023-07-04 10:30:40,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   107,  0, 25.1
2023-07-04 10:30:40,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
2023-07-04 10:30:41,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
2023-07-04 10:30:41,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
2023-07-04 10:30:42,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
2023-07-04 10:30:43,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
2023-07-04 10:30:43,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
2023-07-04 10:30:44,100,   WhiteMiFlora,   5C:85:7E:B0:87:05, 3.3.6,     0,   134,  0, 25.1
